Tempo,Caixa,Distribuicao,Montagem,Chapa,Fritadeira,Liquidificador,BebidasGerais,EmPreparo
772,0,0,0,0,0,0,0,9
773,0,0,0,0,0,0,0,9
774,0,0,0,0,0,0,0,9
775,0,0,0,0,0,0,0,9
776,0,0,0,0,0,0,0,9
777,0,0,0,0,0,0,0,9
778,0,0,0,0,0,0,0,9
779,0,0,0,0,0,0,0,9
780,0,0,0,0,0,0,0,9
781,0,0,0,0,0,0,0,9
782,0,0,0,0,0,0,0,9
783,0,0,0,0,0,0,0,9
784,0,0,0,0,0,0,0,9
785,0,0,0,0,0,0,0,9
786,0,0,0,0,0,0,0,9
787,0,0,1,0,0,0,0,7
788,0,0,1,0,0,0,0,6
789,0,0,0,0,0,0,0,6
790,0,0,0,0,0,0,0,6
791,0,0,0,0,0,0,0,6
792,0,0,0,0,0,0,0,6
793,0,0,0,0,0,0,0,6
794,0,0,0,0,0,0,0,6
795,0,0,0,0,0,0,0,6
796,0,0,0,0,0,0,0,6
797,0,0,0,0,0,0,0,5
798,0,0,0,0,0,0,0,5
799,0,0,0,1,0,0,0,5
800,0,0,0,0,0,0,0,6
801,0,0,0,0,0,0,0,6
802,0,1,0,0,0,0,0,6
803,0,0,0,0,0,0,0,6
804,0,0,0,0,0,0,0,6
805,0,0,0,0,0,0,0,6
806,0,0,0,0,0,0,0,6
807,0,0,0,0,0,0,0,6
808,0,0,0,0,0,0,0,6
809,0,0,0,0,0,0,0,6
810,0,0,0,0,0,0,0,6
811,0,0,0,0,0,0,0,6
812,0,0,0,0,0,0,0,6
813,0,0,0,0,0,0,0,6
814,0,0,0,0,0,0,0,6
815,0,0,0,0,0,0,0,6
816,0,0,0,0,0,0,0,6
817,0,0,0,0,0,0,0,6
818,0,1,0,0,0,0,0,6
819,0,0,0,0,0,0,0,6
820,0,0,0,0,0,0,0,6
821,0,0,0,0,0,0,0,6
822,0,0,0,0,0,0,0,6
823,0,0,0,0,0,0,0,6
824,0,0,0,0,0,0,0,6
825,0,0,0,0,0,0,0,6
826,0,0,0,0,0,0,0,6
827,0,0,0,0,0,0,0,6
828,0,0,0,0,0,0,0,6
829,0,0,0,0,0,0,0,6
830,0,0,0,0,0,0,0,5
831,0,0,0,0,0,0,0,5
832,0,0,1,2,0,1,1,3
833,0,0,0,0,0,0,0,6
834,0,0,0,0,0,0,0,6
835,0,0,0,0,0,0,0,6
836,0,0,0,0,0,0,0,6
837,0,0,0,0,0,0,0,6
838,0,0,0,0,0,0,0,6
839,0,0,0,0,0,0,0,6
840,0,0,0,0,0,0,0,6
841,0,0,0,0,0,0,0,6
842,0,0,0,0,0,0,0,6
843,0,0,0,0,0,0,0,6
844,0,0,0,0,0,0,0,6
845,0,0,0,0,0,0,0,6
846,0,0,0,0,0,0,0,6
847,0,0,0,0,0,0,0,6
848,0,0,0,1,0,0,0,6
849,0,0,0,0,0,0,0,7
850,0,0,0,0,0,0,0,7
851,0,0,0,0,0,0,0,7
852,0,0,0,0,0,0,0,7
853,0,0,0,0,0,0,0,7
854,0,1,0,0,0,0,0,7
855,0,0,0,0,0,0,0,7
856,0,0,0,0,0,0,0,7
857,0,0,1,0,0,0,0,6
858,0,0,1,0,0,0,0,5
859,0,0,1,0,0,0,0,5
860,0,0,1,0,0,0,0,5
861,0,0,1,0,0,0,0,5
862,0,0,1,0,0,0,0,5
863,0,0,0,0,0,0,0,5
864,0,0,0,0,0,0,0,5
865,0,0,0,0,0,0,0,5
866,0,0,0,0,0,0,0,5
867,0,0,0,0,0,0,0,5
868,0,1,0,0,0,0,0,5
869,0,0,0,0,0,0,0,5
870,0,0,0,0,0,0,0,5
871,0,0,0,0,0,0,0,5
872,0,0,0,0,0,0,0,5
873,0,0,0,0,0,0,0,5
874,0,0,0,0,0,0,0,5
875,0,0,0,0,0,0,0,5
876,0,0,0,0,0,0,0,5
877,0,0,0,0,0,0,0,5
878,0,0,0,0,0,0,0,5
879,0,0,0,0,0,0,0,5
880,0,0,0,0,0,0,0,5
881,0,1,0,0,0,0,0,5
882,0,1,0,0,0,0,0,5
883,0,1,0,0,0,0,0,5
884,0,1,0,2,0,0,0,5
885,0,0,0,0,0,0,0,7
886,0,0,0,0,0,0,0,7
887,0,0,0,0,0,0,0,7
888,0,0,0,0,0,0,0,7
889,0,0,0,0,0,0,0,7
890,0,0,0,0,0,0,0,5
891,0,0,0,0,0,0,0,5
892,0,0,1,0,0,0,0,4
893,0,0,0,0,0,0,0,4
894,0,0,0,0,0,0,0,4
895,0,0,0,0,0,0,0,4
896,0,0,0,0,0,0,0,4
897,0,0,0,0,0,0,0,4
898,0,0,0,1,1,0,0,4
899,0,0,1,0,0,0,0,5
900,0,0,0,0,0,0,0,5
901,0,0,0,0,0,0,0,5
902,0,0,0,0,0,0,0,5
903,0,0,0,0,0,0,0,5
904,0,0,0,0,0,0,0,5
905,0,0,0,0,0,0,0,5
906,0,0,1,0,0,0,0,4
907,0,0,1,0,0,0,0,4
908,0,0,1,0,0,0,0,4
909,0,0,1,0,0,0,0,4
910,0,0,1,0,0,0,0,4
911,0,0,1,0,0,0,0,4
912,0,0,1,0,0,0,0,4
913,0,0,1,0,0,0,0,4
914,0,0,1,1,0,0,1,4
915,0,0,1,0,0,0,0,5
916,0,0,1,0,0,0,0,5
917,0,0,1,0,0,0,0,5
918,0,0,1,0,0,0,0,5
919,0,0,1,0,0,0,0,5
920,0,0,1,0,0,0,0,5
921,0,0,1,0,0,0,0,5
922,0,0,1,0,0,0,0,5
923,0,0,0,0,0,0,0,5
924,0,1,0,0,0,0,0,5
925,0,0,0,0,0,0,0,5
926,0,0,0,0,0,0,0,5
927,0,0,0,0,0,0,0,5
928,0,0,0,0,0,0,0,5
929,0,0,0,0,0,0,0,5
930,0,0,0,0,0,0,0,5
931,0,0,0,0,0,0,0,5
932,0,0,0,0,0,0,0,5
933,0,0,0,0,0,0,0,5
934,0,0,0,0,0,0,0,5
935,0,0,0,0,0,0,0,5
936,0,0,0,0,0,0,0,5
937,0,0,0,0,0,0,0,5
938,0,0,0,0,0,0,0,5
939,0,0,0,0,0,0,0,5
940,0,0,0,0,0,0,0,5
941,0,1,0,0,0,0,0,5
942,0,0,1,0,0,0,0,3
943,0,0,0,0,0,0,0,3
944,0,0,0,0,0,0,0,3
945,0,0,0,0,0,0,0,3
946,0,0,0,0,0,0,0,3
947,0,0,0,0,0,0,0,3
948,0,0,0,0,0,0,0,3
949,0,0,0,0,0,0,0,3
950,0,0,0,0,0,0,0,3
951,0,0,0,0,0,0,0,3
952,0,0,0,0,0,0,0,3
953,0,0,0,0,0,0,0,3
954,0,0,0,1,0,0,0,3
955,0,0,0,0,0,0,0,4
956,0,0,0,0,0,0,0,3
957,0,0,0,0,0,0,0,3
958,0,0,0,0,0,0,0,3
959,0,0,0,0,0,0,0,3
960,0,0,0,0,0,0,0,3
961,0,1,0,0,0,0,0,3
962,0,0,0,0,0,0,0,3
963,0,0,0,0,0,0,0,3
964,0,0,0,0,0,0,0,3
965,0,0,0,0,0,0,0,3
966,0,0,0,0,0,0,0,3
967,0,0,0,0,0,0,0,3
968,0,0,0,0,0,0,0,3
969,0,0,0,0,0,0,0,3
970,0,0,0,0,0,0,0,3
971,0,0,0,0,2,2,0,3
972,0,0,0,0,0,0,0,7
973,0,0,0,0,0,0,0,7
974,0,0,0,0,0,0,0,7
975,0,0,0,0,0,0,0,7
976,0,0,0,0,0,0,0,7
977,0,0,0,0,0,0,0,7
978,0,0,0,0,0,0,0,7
979,0,0,0,0,0,0,0,7
980,0,0,0,0,0,0,0,7
981,0,0,0,0,0,0,0,7
982,0,0,0,0,0,0,0,7
983,0,0,0,0,0,0,0,7
984,0,0,0,0,0,0,0,7
985,0,0,0,0,0,0,0,7
986,0,0,0,0,0,0,0,7
987,0,0,0,0,0,0,0,7
988,0,0,0,0,0,0,0,7
989,0,0,0,0,0,0,0,7
990,0,0,0,0,0,0,0,7
991,0,0,0,0,1,1,1,7
992,0,0,0,0,0,0,0,9
993,0,0,0,0,0,0,0,9
994,0,0,0,0,0,0,0,9
995,0,0,0,0,0,0,0,9
996,0,1,0,0,0,0,0,9
997,0,0,0,0,0,0,0,9
998,0,0,0,0,0,0,0,9
999,0,0,0,0,0,0,0,9
1000,0,0,0,0,0,0,0,9
1001,0,0,0,0,0,0,0,9
1002,0,0,1,0,0,0,0,8
1003,0,0,0,0,0,0,0,8
1004,0,0,0,0,0,0,0,8
1005,0,0,0,0,0,0,0,8
1006,0,0,0,0,0,0,0,8
1007,0,0,0,0,0,0,0,8
1008,0,0,0,0,0,0,0,8
1009,0,0,0,0,0,0,0,8
1010,0,0,0,0,0,0,0,8
1011,0,0,0,0,0,0,0,8
1012,0,0,0,0,0,0,0,8
1013,0,0,0,0,0,0,0,8
1014,0,0,0,0,0,0,0,8
1015,0,0,0,0,0,0,0,8
1016,0,0,0,0,0,0,0,8
1017,0,0,0,0,0,0,0,8
1018,0,0,0,0,0,0,0,8
1019,0,0,0,0,0,0,0,8
1020,0,0,0,0,0,0,0,8
1021,0,0,0,0,0,0,0,8
1022,0,0,0,0,0,0,0,8
1023,0,1,0,0,0,0,0,8
1024,0,0,0,0,0,0,0,8
1025,0,0,0,0,0,0,0,8
1026,0,0,0,1,0,0,1,8
1027,0,0,0,0,0,0,0,9
1028,0,0,0,0,0,0,0,9
1029,0,0,0,0,0,0,0,9
1030,0,0,0,0,0,0,0,9
1031,0,0,0,0,0,0,0,7
1032,0,0,0,0,0,0,0,7
1033,0,0,0,0,0,0,0,7
1034,0,0,0,0,0,0,0,7
1035,0,0,0,0,0,0,0,7
1036,0,0,0,0,0,0,0,7
1037,0,0,0,0,0,0,0,7
1038,0,0,0,0,0,0,0,7
1039,0,0,0,0,0,0,0,7
1040,0,0,0,0,0,0,0,7
1041,0,0,0,0,0,0,0,7
1042,0,0,1,0,0,0,0,6
1043,0,0,0,0,0,0,0,6
1044,0,0,0,0,0,0,0,6
1045,0,0,0,0,0,0,0,6
1046,0,0,0,0,0,0,0,6
1047,0,0,0,0,0,0,0,6
1048,0,0,0,0,0,0,0,6
1049,0,0,0,0,0,0,0,6
1050,0,0,0,0,0,0,0,6
1051,0,0,0,0,0,0,0,5
1052,0,0,0,0,0,0,0,5
1053,0,0,0,1,0,1,1,5
1054,0,0,0,0,0,1,0,6
1055,0,0,0,0,0,1,0,6
1056,0,0,0,0,0,1,0,6
1057,0,0,0,0,0,1,0,6
1058,0,0,0,0,0,1,0,6
1059,0,0,0,0,0,1,0,6
1060,0,0,0,0,0,1,0,6
1061,0,0,0,0,0,1,0,6
1062,0,0,0,0,0,1,0,6
1063,0,0,0,0,0,1,0,6
1064,0,0,0,0,0,1,0,6
1065,0,0,0,0,0,0,0,7
1066,0,0,0,0,0,0,0,7
1067,0,0,0,0,0,0,0,7
1068,0,0,0,0,0,0,0,7
1069,0,0,0,0,0,0,0,7
1070,0,0,0,0,0,0,0,7
1071,0,0,0,0,0,0,0,7
1072,0,0,0,0,0,0,0,7
1073,0,0,0,0,0,0,0,7
1074,0,0,0,0,0,0,0,7
1075,0,0,0,0,0,0,0,7
1076,0,0,0,0,0,0,0,7
1077,0,0,0,0,0,0,0,7
1078,0,0,0,0,0,0,0,7
1079,0,0,0,0,0,0,0,7
1080,0,0,0,0,0,0,0,7
1081,0,0,0,0,0,0,0,7
1082,0,0,0,0,0,0,0,7
1083,0,0,0,0,0,0,0,7
1084,0,0,1,0,0,0,0,6
1085,0,0,0,0,0,0,0,6
1086,0,0,0,0,0,0,0,6
1087,0,0,0,0,0,0,0,6
1088,0,0,1,0,0,0,0,5
1089,0,0,0,0,0,0,0,5
1090,0,0,0,0,0,0,0,5
1091,0,0,0,0,0,0,0,5
1092,0,0,0,0,0,0,0,5
1093,0,0,0,0,0,0,0,5
1094,0,0,0,0,0,0,0,5
1095,0,0,0,0,0,0,0,5
1096,0,0,0,0,0,0,0,5
1097,0,0,0,0,0,0,0,5
1098,0,0,0,0,0,0,0,5
1099,0,0,0,0,0,0,0,5
1100,0,0,0,0,0,0,0,5
1101,0,0,0,0,0,0,0,5
1102,0,0,0,0,0,0,0,5
1103,0,0,0,0,0,0,0,5
1104,0,0,0,0,0,0,0,5
1105,0,0,0,0,0,0,0,5
1106,0,0,0,0,0,0,0,5
1107,0,0,0,0,0,0,0,5
1108,0,0,0,0,0,0,0,5
1109,0,0,0,0,0,0,0,5
1110,0,0,0,0,0,0,0,5
1111,0,0,0,0,0,0,0,4
1112,0,0,0,0,0,0,0,4
1113,0,0,0,0,0,0,0,4
1114,0,0,0,0,0,0,0,4
1115,0,0,0,0,0,0,0,4
1116,0,0,0,0,0,0,0,4
1117,0,0,0,0,0,0,0,4
1118,0,0,0,0,0,0,0,4
1119,0,0,0,0,0,0,0,4
1120,0,0,0,0,0,0,0,4
1121,0,0,0,0,0,0,0,4
1122,0,0,0,0,0,0,0,4
1123,0,0,0,0,0,0,0,4
1124,0,0,1,0,0,0,0,3
1125,0,0,0,0,0,0,0,3
1126,0,0,0,0,0,0,0,3
1127,0,0,0,0,0,0,0,3
1128,0,0,0,0,0,0,0,3
1129,0,0,0,0,0,0,0,3
1130,0,0,0,0,0,0,0,3
1131,0,0,0,0,0,0,0,3
1132,0,0,0,0,0,0,0,3
1133,0,0,0,0,0,0,0,3
1134,0,0,0,0,0,0,0,3
1135,0,0,0,0,0,0,0,3
1136,0,0,0,0,0,0,0,3
1137,0,0,0,0,0,0,0,3
1138,0,0,0,0,0,0,0,3
1139,0,0,0,0,0,0,0,3
1140,0,0,0,0,0,0,0,3
1141,0,0,0,0,0,0,0,3
1142,0,0,0,0,0,0,0,3
1143,0,0,0,0,0,0,0,3
1144,0,0,0,0,0,0,0,3
1145,0,0,0,0,0,0,0,3
1146,0,0,0,0,0,0,0,3
1147,0,0,0,0,0,0,0,3
1148,0,0,0,0,0,0,0,3
1149,0,0,0,0,0,0,0,3
1150,0,0,0,0,0,0,0,3
1151,0,0,0,0,0,0,0,3
1152,0,0,0,0,0,0,0,3
1153,0,0,0,0,0,0,0,3
1154,0,0,0,0,0,0,0,3
1155,0,0,0,0,0,0,0,3
1156,0,0,0,0,0,0,0,3
1157,0,0,0,0,0,0,0,3
1158,0,0,0,0,0,0,0,3
1159,0,0,0,0,0,0,0,3
1160,0,0,0,0,0,0,0,3
1161,0,0,1,0,0,0,0,1
1162,0,0,0,0,0,0,0,1
1163,0,0,0,0,0,0,0,1
1164,0,0,0,0,0,0,0,1
1165,0,0,0,0,0,0,0,1
1166,0,0,0,0,0,0,0,1
1167,0,0,0,0,0,0,0,1
1168,0,0,0,0,0,0,0,1
1169,0,0,0,0,0,0,0,1
1170,0,0,0,0,0,0,0,1
1171,0,0,0,0,0,0,0,1
1172,0,0,0,0,0,0,0,1
1173,0,0,0,0,0,0,0,1
1174,0,0,0,0,0,0,0,1
1175,0,0,0,0,0,0,0,1
1176,0,0,0,0,0,0,0,1
1177,0,0,0,0,0,0,0,1
1178,0,0,0,0,0,0,0,1
1179,0,0,0,0,0,0,0,1
1180,0,0,0,0,0,0,0,1
1181,0,0,1,0,0,0,0,0
1182,0,0,0,0,0,0,0,0
1183,0,0,0,0,0,0,0,0
1184,0,0,0,0,0,0,0,0
1185,0,0,0,0,0,0,0,0
1186,0,0,0,0,0,0,0,0
1187,0,0,0,0,0,0,0,0
1188,0,0,0,0,0,0,0,0
1189,0,0,0,0,0,0,0,0
1190,0,0,0,0,0,0,0,0
1191,0,0,0,0,0,0,0,0
1192,0,0,0,0,0,0,0,0
1193,0,0,0,0,0,0,0,0
1194,0,0,0,0,0,0,0,0
1195,0,0,0,0,0,0,0,0
1196,0,0,0,0,0,0,0,0
1197,0,0,0,0,0,0,0,0
1198,0,0,0,0,0,0,0,0
1199,0,0,0,0,0,0,0,0
1200,0,0,0,0,0,0,0,0
1201,0,0,0,0,0,0,0,0
1202,0,0,0,0,0,0,0,0
1203,0,0,0,0,0,0,0,0
1204,0,0,0,0,0,0,0,0
1205,0,0,0,0,0,0,0,0
1206,0,0,0,0,0,0,0,0
1207,0,0,0,0,0,0,0,0
1208,0,0,0,0,0,0,0,0
1209,0,0,0,0,0,0,0,0
1210,0,0,0,0,0,0,0,0
1211,0,0,0,0,0,0,0,0
